id,name,category,description,location,address,phone,email,website,english_fluency,verified,featured,featured_tier,base_distance,notes,image_url,status,created_at,updated_at,bases_served,latitude,longitude,google_maps_url,subcategory,is_on_base
6b6c5f1c-b9ae-48d2-b863-d7e4a9009760,Hausärzte im Zentrum,healthcare,"Highly-rated general practitioner practice located in Stuttgart Mitte, known for welcoming international patients and English-speaking services.","Stuttgart, Baden-Württemberg","Rotebühlplatz 19, 70178 Stuttgart",+49 711 6648350,,https://www.hausaerzte-im-zentrum.com,fluent,true,true,,,Excellent choice for USAG Stuttgart community. Explicitly welcomes international patients.,,active,2025-10-25 23:41:54.879571+00,2025-10-25 23:46:11.252337+00,"[""stuttgart""]",,,https://maps.app.goo.gl/yMddk9M3M1v77yBq7,general-practitioners,false
6b7c8d9e-0f1a-4b2c-3d4e-5f6a7b8c9d0e,Nick's Fried Chicken,restaurants,Fried chicken restaurant in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,american-food,false
6d6d6d6d-6e6e-4f6f-6a6a-6b6b6b6b6b6b,Calumet Stuttgart,shopping,Photography equipment store.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,specialty,false
6d7022ed-ddd1-4b59-824f-cb6f18d3a24d,Agape International Academy,education,Private Christian school serving grades K-6 in Ramstein-Miesenbach area.,Ramstein,Ramstein-Miesenbach,,,,fluent,false,false,,,"Christian school, Grades K-6",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein""]",,,,Private School,false
6d7e8f9a-0b1c-4d2e-3f4a-5b6c7d8e9f0a,Maxi Gasto GmbH,restaurants,Restaurant near Ramstein.,"Ramstein-Miesenbach, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein""]",,,,international,false
6f6a6b6c-6d6e-4f6a-6b6c-6d6e6f6a6b6c,New Yorker,shopping,Fashion retailer.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,clothing,false
6f6f6f6f-6a6a-4b6b-6c6c-6d6d6d6d6d6d,Müller,shopping,Drugstore and general merchandise.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,general,false
6f7a8b9c-0d1e-4f2a-3b4c-5d6e7f8a9b0c,Gustaggio Pizzaibek,restaurants,Pizza restaurant in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,international,false
6f7a8b9c-0d1e-4f2a-3b4c-5d6e7f8a9b0d,Pizzeria Santa Lucia II,restaurants,Italian restaurant near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,international,false
7390492d-d9bd-4da8-9ae7-7f938aeae462,Swiss International School Stuttgart-Fellbach,education,Swiss international school offering multilingual education in English and German.,Stuttgart,Fellbach (near Stuttgart),,,,fluent,false,false,,,Bilingual curriculum,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""stuttgart""]",,,,International School,false
7a7a7a7a-7b7b-4c7c-7d7d-7e7e7e7e7e7e,Schwaben Gallerie Mall,shopping,Shopping mall in Vaihingen.,"Vaihingen, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,malls,false
7a7b7c7d-7e7f-4a7b-7c7d-7e7f7a7b7c7d,Lush Cosmetics,shopping,Handmade cosmetics store.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,beauty,false
7a8b9c0d-1e2f-4a3b-4c5d-6e7f8a9b0c1d,Mauritius,restaurants,Restaurant in Böblingen.,"Böblingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,international,false
7a8b9c0d-1e2f-4a3b-4c5d-6e7f8a9b0c1e,Restaurant Grill Beer Garden in Erstes Kulmbacher,restaurants,German beer garden restaurant near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,international,false
7c7c7c7c-7d7d-4e7e-7f7f-7a7a7a7a7a7a,Jack Wolfskin,shopping,Outdoor apparel and equipment.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,sports,false
7c8d9e0f-1a2b-4c3d-4e5f-6a7b8c9d0e1f,Mom's Place – Roma,restaurants,Italian restaurant near Spangdahlem.,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""spangdahlem""]",,,,international,false
7e7e7e7e-7f7f-4a7a-7b7b-7c7c7c7c7c7c,Decathlon Stuttgart,shopping,Sports equipment and apparel.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,sports,false
7e8f9a0b-1c2d-4e3f-4a5b-6c7d8e9f0a1b,Hacienda Mexican Restaurant,restaurants,Mexican restaurant in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,international,false
83157f09-869e-4e67-9f54-9d1ea0c89ebb,Used Car Guys,automotive,Founded January 2012. Quality used cars for military families. English-speaking staff. Delivery to any base in Germany. Active on social media.,Spangdahlem,Spangdahlem area,+49 172 7129046,,,fluent,false,false,,,"WhatsApp contact, delivers to any base",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""spangdahlem""]",,,,Car Sales,false
83450d8f-14d1-43f3-947b-eb54caee8fe5,Doctorsa.com,healthcare,Online medical consultations available throughout Germany. Telemedicine services in English.,Online - Germany-wide,,,,https://www.doctorsa.com,fluent,false,false,,,,,active,2025-10-24 23:09:34.792943+00,2025-10-25 10:30:47.375705+00,"[""stuttgart"",""ramstein"",""kaiserslautern"",""wiesbaden"",""grafenwoehr"",""spangdahlem""]",,,,general-practitioners,false
85ec61e3-1102-4d44-9bbc-fab026f5a122,Das Haut Lazer Centrum,healthcare,Dermatology and laser center serving English-speaking patients near Grafenwöhr.,Altenstadt,"Haidmühlweg 7, 92665 Altenstadt an der Waldnaab",+49 9602 616311,info@haut-laserzentrum.info,,fluent,false,false,,,English-speaking dermatology,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""grafenwoehr""]",,,,Dermatology,false
86870525-4bb1-461a-8e8c-4e6fd8ea40ae,KFZ Rupprecht Auto Repair,automotive,"Local mechanic right outside Gate 6, popular with military community.","Grafenwöhr, Bavaria",,,,,conversational,false,false,,,,,active,2025-10-24 23:09:34.792943+00,2025-10-25 10:30:47.375705+00,"[""grafenwoehr""]",,,,mechanics,false
875a9415-4ca0-4558-ab45-2faa743fdaf7,GTÜ Böblingen,automotive,Official vehicle inspection station serving Stuttgart military community.,"Böblingen, Baden-Württemberg",,,,,conversational,true,true,,,,,active,2025-10-24 23:09:34.792943+00,2025-10-25 23:22:17.531938+00,"[""stuttgart""]",,,,inspection-stations,false
8b8b8b8b-8c8c-4d8d-8e8e-8f8f8f8f8f8f,Milaneo Stuttgart,shopping,Large shopping center in Stuttgart.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,malls,false
8b8c8d8e-8f8a-4b8c-8d8e-8f8a8b8c8d8e,Tedi Grafenwöhr,shopping,Discount variety store.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,general,false
8b9c0d1e-2f3a-4b4c-5d6e-7f8a9b0c1d2e,Brauhaus Schönbuch,restaurants,German brewhouse in Böblingen.,"Böblingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,international,false
8b9c0d1e-2f3a-4b4c-5d6e-7f8a9b0c1d2f,Pho Viet Grafenwöhr,restaurants,Vietnamese restaurant near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,international,false
8bed3b45-309d-4207-9084-ce954b2ef2bc,English-Speaking Doctor Needed - Spangdahlem,healthcare,Know a great English-speaking doctor in the Spangdahlem area? Help us out!,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,PRIORITY: Seeking recommendations for English-speaking medical care,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""spangdahlem""]",,,,general-practitioners,false
8d8d8d8d-8e8e-4f8f-8a8a-8b8b8b8b8b8b,Ernsting's Family,shopping,Family fashion retailer.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,clothing,false
8d9e0f1a-2b3c-4d4e-5f6a-7b8c9d0e1f2a,Burg bistro Bella Vista,restaurants,Bistro near Spangdahlem.,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""spangdahlem""]",,,,international,false
8f8f8f8f-8a8a-4b8b-8c8c-8d8d8d8d8d8d,C and A Stuttgart,shopping,Fashion retailer in Stuttgart.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,clothing,false
8f9a0b1c-2d3e-4f4a-5b6c-7d8e9f0a1b2c,Zimtblüte Sushi Restaurant,restaurants,Sushi restaurant in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,international,false
94a66be0-d913-4222-865e-8a958b02e1d3,International School of Stuttgart,education,Private international school with English curriculum. Two campuses in Stuttgart area.,Stuttgart,Campuses in Degerloch and Sindelfingen,,,https://www.isstuttgart.de/,fluent,false,false,,,"Ages 3-18, IB curriculum",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""stuttgart""]",,,,International School,false
95d6833e-eed8-4a75-841f-e9177b5913d2,Auto Detailing Service Needed - Ramstein,automotive,Know a great English-speaking auto detailer in the Ramstein area? Help us out!,"Ramstein-Miesenbach, Rhineland-Palatinate",,,,,fluent,false,false,,,Seeking community recommendations for auto detailing services,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""ramstein""]",,,,mechanics,false
9704228f-b149-4dfb-8912-e54eb5956418,International School Kaiserslautern,education,"Run by SBW Haus des Lernens (Swiss). English instruction with German secondary focus. Estimated tuition 800-1,000 euros/month per child.",Kaiserslautern,Kaiserslautern area,,,,fluent,false,false,,,"Swiss-operated, English/German bilingual",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""kaiserslautern"",""ramstein""]",,,,International School,false
97f5471c-0217-448e-80cb-e367e1e83a24,Glanzzeit Autoaufbereitung,automotive,Premium auto detailing and paint correction services.,"Schönaich, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-24 23:09:34.792943+00,2025-10-25 10:30:47.375705+00,"[""stuttgart""]",,,,mechanics,false
9a0b1c2d-3e4f-4a5b-6c7d-8e9f0a1b2c3d,Chacarero Steakhouse,restaurants,Steakhouse in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,international,false
9a9a9a9a-9b9b-4c9c-9d9d-9e9e9e9e9e9e,H & M Stuttgart,shopping,Fashion retailer in Stuttgart.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,clothing,false
9c0d1e2f-3a4b-4c5d-6e7f-8a9b0c1d2e3f,Chin-Thai,restaurants,Thai restaurant in Böblingen.,"Böblingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,international,false
9c9d9e9f-9a9b-4c9d-9e9f-9a9b9c9d9e9f,Get Fit Grafenwöhr,shopping,Fitness equipment and supplements.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,sports,false
9e0f1a2b-3c4d-4e5f-6a7b-8c9d0e1f2a3b,Restaurant Torschiänke,restaurants,Restaurant near Spangdahlem.,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""spangdahlem""]",,,,international,false
9e9e9e9e-9f9f-4a9a-9b9b-9c9c9c9c9c9c,Ikea Kaiserslautern,shopping,Furniture and home goods store.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,furniture,false
a1b2c3d4-e5f6-4a8b-9c0d-1e2f3a4b5c6d,SÜD Service Center Sindelfingen,automotive,TÜV inspection and vehicle services in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,Official TÜV inspection station,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,inspection-stations,false
a1b2c3d4-e5f6-4a8b-9c0d-1e2f3a4b5c6e,Wine Kult,restaurants,Wine bar and restaurant in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,Wine bar and dining,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,international,false
a3b4c5d6-e7f8-4a0b-1c2d-3e4f5a6b7c8d,Car Cosmetic Schönaich,automotive,Professional auto detailing services near Stuttgart.,"Schönaich, Baden-Württemberg",,,,,conversational,false,false,,,Auto detailing specialist,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,mechanics,false
ab9aebd8-0eb7-4d73-8e25-477587e3dd01,"Law Office of Peter Kageleiry, Jr.",legal,Military lawyer serving USAG Kaiserslautern. Specializes in court-martial and Article 120 cases.,Kaiserslautern,Kaiserslautern area,,,,fluent,false,false,,,Military criminal defense,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Military Defense,false
ac35f02c-3b60-4532-afb6-ebc86c5d290d,Autoservice Müller,automotive,Free and independent specialist workshop offering comprehensive automotive services. Family-run automotive master workshop with mobility guarantee.,"Steinenbronn, Baden-Württemberg","Im Maurer 12, 71144 Steinenbronn",+49 7157 880771,info@autoservice-bei-mueller.de,https://www.autoservice-bei-mueller.de,fluent,true,true,,9.2km ffrom Panzer Main Gate,3rd generation Master Mechanic,,active,2025-10-26 13:05:34.967908+00,2025-10-29 21:43:05.527331+00,"[""stuttgart""]",48.68330000,9.11670000,"https://maps.google.com/?q=48.6833,9.1167",mechanics,false
b0c1d2e3-f4a5-4b7c-8d9e-0f1a2b3c4d5e,Orlando Autoservice GbR Schönaich,automotive,Paint and body repair services near Stuttgart.,"Schönaich, Baden-Württemberg",,,,,basic,false,false,,,Professional body shop,,active,2025-10-29 00:00:00+00,2025-10-29 20:03:31.154347+00,"[""stuttgart""]",,,,mechanics,false
b2c3d4e5-f6a7-4b9c-0d1e-2f3a4b5c6d7e,GTÜ Kfz-Prüfstelle Ramstein,automotive,Vehicle inspection station serving Ramstein Air Base.,"Ramstein, Rhineland-Palatinate",,,,,fluent,false,false,,,TÜV services for military community,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein""]",,,,inspection-stations,false
b6c7d8e9-f0a1-4b3c-4d5e-6f7a8b9c0d1e,Ärzte Team42 Böblingen,healthcare,General practice medical office serving Stuttgart area.,"Böblingen, Baden-Württemberg","Poststraße 42, 71032 Böblingen",+49 07031 234545,boeblingen@aerzte42.de,https://www.aerzte42.de/,conversational,true,false,,"2,6km from Panzer Main Gate",GP practice,,active,2025-10-29 00:00:00+00,2025-10-29 21:52:06.167261+00,"[""stuttgart""]",48.68212000,9.01170000,"Poststraße 42, 71032 Böblingen",general-practitioners,false
b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,Military Car Service Dom,automotive,English-speaking mechanic in Weil im Schönbuch serving Stuttgart area.,"Weil im Schönbuch, Baden-Württemberg",,,,,fluent,false,false,,,Full service mechanic,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,mechanics,false
b9135f54-3e7e-49e1-9d66-053d1eaffe4f,Faith Baptist School,education,Private Baptist school with preschool through grade 8 in Kaiserslautern.,Kaiserslautern,Kaiserslautern,,,,fluent,false,false,,,"Baptist school, Preschool-Grade 8",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""kaiserslautern"",""ramstein""]",,,,Private School,false
b9e1469d-faeb-44e2-b2ca-624f113880c6,TÜV SÜD Service-Center Sindelfingen,automotive,Official TÜV inspection station in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-24 23:09:34.792943+00,2025-10-25 10:30:47.375705+00,"[""stuttgart""]",,,,inspection-stations,false
bb9f788c-36b3-4dc6-a7bf-208f56e8b6dd,Christian Learning Academy,education,Private Christian school serving grades K-8 in Mackenbach.,Mackenbach,Mackenbach,,,,fluent,false,false,,,"Christian school, Grades K-8",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Private School,false
bc04b678-b2ef-4899-a9fc-9b2ced345fc6,Praxis Dr. Käfer - Kaiserslautern,healthcare,General practitioner and private internal medicine practice. They welcome patients with US/foreign health insurance in their Kaiserslautern office.,"Kaiserslautern, Rhineland-Palatinate","Brüsseler Straße 7, 67657 Kaiserslautern",+49 631 34377600,,https://www.rwz-kaefer.de/our-practices?lang=en,fluent,true,false,,,Private practice location is in Kaiserslautern; accepts US health insurance.,,active,2025-10-25 23:41:30.513523+00,2025-10-29 19:31:58.438977+00,"[""kaiserslautern""]",,,https://maps.app.goo.gl/9n2B5G4G6H7J8K9L0,general-practitioners,false
c1d2e3f4-a5b6-4c8d-9e0f-1a2b3c4d5e6f,Urad Car Guys Service Center - Paint & Body,automotive,English-speaking paint and body repairs serving Ramstein and Kaiserslautern.,"Ramstein-Kaiserslautern area, Rhineland-Palatinate",,,,https://www.usedcarguys.net,fluent,false,false,,,Paint and body work specialist,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein"",""kaiserslautern""]",,,,mechanics,false
c5d6e7f8-a9b0-4c2d-3e4f-5a6b7c8d9e0f,English-Speaking Auto Detailer - Wiesbaden,automotive,English-speaking auto detailer serving Wiesbaden military families.,"Wiesbaden, Hesse",,,,,fluent,false,false,,,Seeking verified detailer,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""wiesbaden""]",,,,mechanics,false
c7d8e9f0-a1b2-4c4d-5e6f-7a8b9c0d1e2f,English-Speaking Doctor - Grafenwöhr,healthcare,English-speaking doctor serving Grafenwöhr military community.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,Seeking verified GP,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,general-practitioners,false
caf8f194-8752-4653-81c1-d4fd0cb6e084,HousingOffice.com,real-estate,Established housing service with 20+ years serving U.S. military families in KMC area.,Kaiserslautern,Kaiserslautern area,,,https://housingoffice.com/,fluent,false,false,,,Specializes in military relocations,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Housing Agency,false
cb567556-c2b6-4542-a218-0c84034c84b6,Pretty Hair,personal-services,Hair salon in Grafenwöhr serving English-speaking clients.,Grafenwöhr,"Richard-Wagner-Straße 3, 92655 Grafenwöhr",096412945,,,fluent,false,false,,,English-speaking available,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""grafenwoehr""]",,,,Hair Salon,false
ccc4d516-8198-48ff-8d85-e8f77a3e0327,Stuttgart Expats Tax Services,business,Tax consultancy specifically for English-speaking expats and military families in Stuttgart area.,Stuttgart,Stuttgart area,,,https://stuttgartexpats.com/,fluent,false,false,,,Listed on Stuttgart Expats directory,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""stuttgart""]",,,,Tax Advisory,false
ce6f2942-5d7a-474d-b42c-78f8e99a3ded,Need Verified GP - Spangdahlem,healthcare,"Seeking a verified, off-base English-speaking general practitioner near Spangdahlem Air Base.","Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,PRIORITY: Need verified English-speaking GP for Spangdahlem area.,,pending,2025-10-25 23:41:30.513523+00,2025-10-25 23:46:32.701363+00,"[""spangdahlem""]",,,,general-practitioners,false
cfd7525e-6ec4-46a8-a466-2d90d1aa5938,TLA Office,real-estate,"Temporary lodging assistance for military personnel. Fully furnished apartments, pet-friendly options.",Kaiserslautern,Kaiserslautern area,,,https://tla-office.com/,fluent,false,false,,,Short-term furnished housing for PCS,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Temporary Lodging,false
d0e1f2a3-b4c5-4d7e-8f9a-0b1c2d3e4f5a,Need English-Speaking Mechanic - Wiesbaden,automotive,Know a great English-speaking mechanic in the Wiesbaden area? Help us out!,"Wiesbaden, Hesse",,,,,fluent,false,false,,,Seeking community recommendations,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""wiesbaden""]",,,,mechanics,false
d2e3f4a5-b6c7-4d9e-0f1a-2b3c4d5e6f7a,English-Speaking Paint & Body - Grafenwöhr,automotive,English-speaking paint and body repair shop near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,Seeking verified shop,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,mechanics,false
d4e5f6a7-b8c9-4d1e-2f3a-4b5c6d7e8f9a,TÜV Hessen Service Center Wiesbaden,automotive,Official TÜV inspection serving USAG Wiesbaden.,"Wiesbaden, Hesse",,,,,conversational,false,false,,,Vehicle inspection services,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""wiesbaden""]",,,,inspection-stations,false
d6e7f8a9-b0c1-4d3e-4f5a-6b7c8d9e0f1a,English-Speaking Auto Detailer - Kaiserslautern,automotive,English-speaking auto detailer serving Kaiserslautern area.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,Seeking verified detailer,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,mechanics,false
d8e9f0a1-b2c3-4d5e-6f7a-8b9c0d1e2f3a,English-Speaking Doctor - Spangdahlem,healthcare,English-speaking doctor near Spangdahlem Air Base.,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,Seeking verified GP,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""spangdahlem""]",,,,general-practitioners,false
da2bb5b4-d72d-443d-89d6-ac4d7f9bdd8f,The Used Car Guys - Ramstein,automotive,Full-service used car dealership and service center for Ramstein community.,"Ramstein-Miesenbach, Rhineland-Palatinate","Ludwig-Erhard Strasse 8, 66877 Ramstein",+49 173 765 6926,ramstein@usedcarguys.net,https://www.usedcarguys.net,fluent,false,true,,,,,active,2025-10-25 09:49:32.428026+00,2025-10-26 13:05:34.967908+00,"[""ramstein"",""wiesbaden""]",49.43940000,7.56140000,"https://maps.google.com/?q=49.4394,7.5614",car-dealerships,false
db125709-7219-4ede-a9f5-0c3e916f3dab,ImmoMorton (Home Sweet Home Real Estates),real-estate,"Run by Annette Morton. Residential and commercial property brokerage serving Grafenwöhr, Vilseck, Amberg-Sulzbach, and Weiden areas.",Grafenwöhr,"Grafenwöhr, Vilseck, Amberg-Sulzbach, Weiden",,,,fluent,false,false,,,Serves USAG Bavaria communities,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""grafenwoehr""]",,,,Housing Agency,false
e0d7cf5c-bf02-4fe1-8721-84271fd1822a,Auto Detailing Service Needed - Spangdahlem,automotive,Know a great English-speaking auto detailer in the Spangdahlem area? Help us out!,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,Seeking community recommendations for auto detailing services,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""spangdahlem""]",,,,mechanics,false
e1f2a3b4-c5d6-4e8f-9a0b-1c2d3e4f5a6b,Need English-Speaking Mechanic - Spangdahlem,automotive,Know a great English-speaking mechanic in the Spangdahlem area? Help us out!,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,Seeking community recommendations,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""spangdahlem""]",,,,mechanics,false
e3f4a5b6-c7d8-4e0f-1a2b-3c4d5e6f7a8b,English-Speaking Paint & Body - Spangdahlem,automotive,English-speaking paint and body repair near Spangdahlem Air Base.,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,Seeking verified shop,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""spangdahlem""]",,,,mechanics,false
e7f8a9b0-c1d2-4e4f-5a6b-7c8d9e0f1a2b,English-Speaking Auto Detailer - Spangdahlem,automotive,English-speaking auto detailer near Spangdahlem Air Base.,"Spangdahlem, Rhineland-Palatinate",,,,,fluent,false,false,,,Seeking verified detailer,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""spangdahlem""]",,,,mechanics,false
e8d16894-48a4-4e91-b896-5f81052ee19f,English-Speaking Doctor Needed - Grafenwöhr,healthcare,Know a great English-speaking doctor in the Grafenwöhr area? Help us out!,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,PRIORITY: Seeking recommendations for English-speaking medical care,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""grafenwoehr""]",,,,general-practitioners,false
e9f0a1b2-c3d4-4e6f-7a8b-9c0d1e2f3a4b,English-Speaking Doctor - Wiesbaden,healthcare,English-speaking doctor serving USAG Wiesbaden.,"Wiesbaden, Hesse",,,,,fluent,false,false,,,Seeking verified GP,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""wiesbaden""]",,,,general-practitioners,false
